TotPkts,TotBytes,SrcBytes,Flag,Service,Count,DstBytes,Class
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,184,3.784189633918261,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,259,4.2484952420493585,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,63,139,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,14,2,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,10,3.7612001156935624,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,37,256,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,6,3.7612001156935624,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,6,6.708084083853069,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,17,67,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,230,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,245,4.941642422609304,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,51,1,5.8111409929767,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,13,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,30,122,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,61,16,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,57,1,7.459914766241105,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,22,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,41,266,1.6094379124341003,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,46,1,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,57,54,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,1,46,2,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,15,8.83360848269089,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,19,3,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,129,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,1,5.973809611869261,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.802118375377063,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,1,3.5553480614894135,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,37,276,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,46,1,4.983606621708336,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,19,272,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,14,17,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,65,177,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,4,46,1,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,1,6.373319789577012,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,6,265,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,208,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,17,244,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,1,22,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,1,10.127630604183421,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,24,5.823045895483019,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,61,4.330733340286331,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,57,1,9.256460307589736,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,6,5.98393628068719,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,243,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,5,7.804251383528112,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,17,6.261491684321042,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,27,140,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,41,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,17,7.8781553365033234,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,25,248,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,57,1,7.509335266016592,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,46,2,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,18,7.057036981697891,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,203,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,4,6.390240667065349,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,51,4,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,3,9.033483854613285,1
3.044522437723423,7.152268856032539,6.4692503167957724,1,41,330,0.0,0
2.70805020110221,7.183111701743281,7.183111701743281,1,46,147,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,7,281,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,13,1,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,224,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,15,75,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,46,2,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.805134968916488,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,239,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,46,432,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,9,5.686975356339819,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,54,298,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,1,8.206037762778815,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,8,7.123672785204607,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,22,7.653969180478774,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,2,159,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,10,273,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,1,46,176,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,23,5.638354669333745,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,54,131,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,140,4.343805421853684,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,30,220,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,2,22,2,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,89,4.852030263919617,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,7,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.817111159963204,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,25,6.075346031088684,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,2,8.883085524404578,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,11,7.73280753042202,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,22,22,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,51,1,7.224753405767971,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,12,140,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,25,286,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,41,1,4.663439094112067,1
3.044522437723423,7.152268856032539,6.4692503167957724,1,46,27,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,5,5.655991810819852,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,1,6.419994928147142,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,45,9,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,35,132,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,46,42,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,10,7.226209010100671,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,13,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,14,225,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,19,6.78332520060396,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,22,293,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,19,6.620073206530356,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,6,8.874867635688053,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,17,5.713732805509369,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,5,7.827240901752811,1
3.044522437723423,7.152268856032539,6.4692503167957724,2,16,128,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,19,8,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,19,271,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,12,6.44094654063292,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,12,7.297091005160418,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,135,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,107,3.784189633918261,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,14,7.953318346560431,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,140,4.276666119016055,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,1,9.003070169818264,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,253,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,103,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,41,388,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,279,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,22,2,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,68,4.927253685157204,1
3.044522437723423,7.152268856032539,6.4692503167957724,4,16,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,1,7,224,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,19,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,19,1,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,2,57,1,8.319229938632326,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,12,7.872073979866873,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,9,192,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,106,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,46,11,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,1,7.14282740116162,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,8,8.256347772918016,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,22,1,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,122,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,38,98,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,251,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,5,6.12029741895095,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,5,7.585281078639126,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,46,2,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,40,1,3.8918202981106265,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,19,15,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,180,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,22,1,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,46,19,0.0,0
1.0986122886681096,4.828313737302301,4.828313737302301,9,11,41,4.709530201312334,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,31,139,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,10,55,6.18826412308259,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,277,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,65,113,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,5,6.429719478039137,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,46,136,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,5,7.406103381237015,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,17,57,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,1,8.555259392222693,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,1,8.450198322591959,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,7,141,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,6,2,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,7.215239978730097,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,65,102,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,7,5.673323267171492,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,21,150,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,18,1,7.803026643632217,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,137,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,1,41,511,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.802118375377063,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,19,2,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,11,6.839476438228842,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,5,126,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,8,9.335650562941629,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,13,7.229113877793302,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,26,250,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,266,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,102,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,50,4.709530201312334,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,2,9.025816391627028,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,114,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,13,7.503289630675082,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,38,124,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,17,2,6.05443934626937,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,6,9.025816391627028,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,15,6.9957661563048505,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,9,274,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,218,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,37,205,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,2,5.638354669333745,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,51,1,5.805134968916488,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,13,1,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,224,4.844187086458591,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.802118375377063,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,15,127,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,17,9,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,1,22,206,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,19,2,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,1,8.70201162840878,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,3,7.320526962272739,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,19,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,22,7.862112211662748,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,14,158,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,14,423,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,4,46,2,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,26,6.84587987526405,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,3,6.851184927493742,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,2,7.505492274737424,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,51,199,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,6,24,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,34,81,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,220,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,10,235,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,1,3.5553480614894135,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,62,19,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,46,31,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,130,3.784189633918261,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,7,6.340359303727752,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,51,511,6.186208623900494,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,23,116,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,26,8.568836424568076,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,15,5.805134968916488,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,30,217,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,46,101,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,142,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.808142489980444,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,17,7.85979918056211,1
2.9444389791664403,7.050122520269059,6.4692503167957724,1,41,506,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,59,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,53,228,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,41,286,1.6094379124341003,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,29,5.736572297479192,1
3.044522437723423,7.152268856032539,6.4692503167957724,2,46,102,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,154,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,15,6.670766320845874,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,7,5.8944028342648505,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,46,15,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,19,39,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,11,135,3.828641396489095,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,202,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,23,5.71042701737487,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,204,4.31748811353631,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.796057750765372,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,289,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,3,260,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,17,7.69484807238461,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,2,6.576469569048224,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,51,1,5.916202062607435,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,46,267,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,4,8.266678443305896,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,22,270,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,1,22,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,4,7.430707082545968,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,30,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,19,221,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,61,2,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,46,18,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,4,291,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,2,9.025816391627028,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,11,129,4.430816798843313,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,19,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,46,16,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,46,89,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,3,9.025816391627028,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,19,8,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,5,7.14282740116162,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,5,6.763884908562435,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,6,7.735870319952566,1
3.044522437723423,7.152268856032539,6.4692503167957724,2,59,181,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,14,511,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,5,146,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,8,272,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,57,1,9.859796863911395,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,11,6.78332520060396,1
3.044522437723423,7.152268856032539,6.4692503167957724,1,22,1,0.0,1
2.9444389791664403,7.050122520269059,6.4692503167957724,9,14,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,64,102,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,22,16,5.857933154483459,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,19,54,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,46,112,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,25,226,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,21,106,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,19,1,0.0,1
3.044522437723423,7.152268856032539,6.4692503167957724,5,29,236,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,9,51,1,5.808142489980444,1
3.044522437723423,7.152268856032539,6.4692503167957724,9,13,1,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,1,21,133,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,55,126,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,268,0.0,0
2.9444389791664403,7.050122520269059,6.4692503167957724,9,22,15,5.6937321388027,1
2.9444389791664403,7.050122520269059,6.4692503167957724,5,46,138,0.0,0
3.044522437723423,7.152268856032539,6.4692503167957724,5,19,4,0.0,0
